date,total_trips,percentage_within_15min,percentage_15_to_30min,percentage_above30min,percentage_Customer,percentage_Subscriber,percentage_Female,percentage_Male
2020-07-08,56603,0.5596523152483084,0.29740473119799304,0.14294295355369857,0.15665247425048143,0.8433475257495185,0.3359185908874088,0.6640814091125913
2020-07-09,67437,0.5304061568575115,0.3094591989560627,0.16013464418642584,0.17878909204146093,0.8212109079585391,0.3412814923558284,0.6587185076441716
2020-07-10,20760,0.6353082851637765,0.25746628131021193,0.10722543352601156,0.12740847784200385,0.8725915221579962,0.2906551059730251,0.7093448940269749
2020-07-11,57556,0.5063937730210577,0.3131906317325735,0.18041559524636874,0.20475710612273265,0.7952428938772673,0.35825978177774687,0.6417402182222531
2020-07-12,70982,0.45574934490434194,0.3375503648812375,0.20670029021442055,0.24841509114986898,0.7515849088501311,0.3782226479952664,0.6217773520047336
2020-07-13,61168,0.5473613654198274,0.2980970442061208,0.1545415903740518,0.1681598221292179,0.8318401778707821,0.34483716976196704,0.655162830238033
2020-07-14,68239,0.5318952505165667,0.30856255220621637,0.15954219727721683,0.17334661996805345,0.8266533800319465,0.34537434604844736,0.6546256539515527
2020-07-15,69486,0.5404541922113807,0.3059465216014737,0.1535992861871456,0.17468266989033762,0.8253173301096624,0.3499841694729874,0.6500158305270126
2020-07-16,69889,0.540657328048763,0.3050980841047947,0.1542445878464422,0.17752436005666128,0.8224756399433387,0.3473364907210004,0.6526635092789996
2020-07-17,60922,0.5582712320672335,0.2979875906897344,0.14374117724303206,0.1602212665375398,0.8397787334624602,0.3389744263156167,0.6610255736843833
2020-07-18,66342,0.4849115190980073,0.32525398691628227,0.18983449398571042,0.21547436013385185,0.7845256398661481,0.3687256941304151,0.6312743058695849
2020-07-19,56256,0.502186433447099,0.31777943686006827,0.18003412969283278,0.2212386234357224,0.7787613765642776,0.3641567121729238,0.6358432878270762
2020-07-20,51820,0.5821111539945967,0.28139714395986104,0.13649170204554226,0.1430142802006947,0.8569857197993053,0.33274797375530685,0.6672520262446932
2020-07-21,62874,0.5547125998027802,0.3001558672901358,0.145131532907084,0.15185927410376307,0.8481407258962369,0.3370232528549162,0.6629767471450838
2020-07-22,46834,0.5891232865012598,0.28220950591450655,0.12866720758423367,0.13355681769654523,0.8664431823034547,0.3279241576632361,0.6720758423367639
2020-07-23,58147,0.5783273427691884,0.2884585619206494,0.13321409531016218,0.12604261612808915,0.8739573838719108,0.33238172218687123,0.6676182778131288
2020-07-24,58412,0.5728617407382045,0.28754365541327126,0.13959460384852426,0.14976374717523797,0.850236252824762,0.3303088406491817,0.6696911593508184
2020-07-25,72362,0.4756363837373207,0.3293717697133855,0.19499184654929383,0.2291119648434261,0.7708880351565739,0.36971062159697077,0.6302893784030292
2020-07-26,60821,0.5039871097153944,0.31763700037815884,0.1783758899064468,0.2155012249058713,0.7844987750941287,0.36105950247447427,0.6389404975255257
2020-07-27,55408,0.5785987583020502,0.28553638463759745,0.13586485706035228,0.1463687554143806,0.8536312445856195,0.33199177014149583,0.6680082298585042
2020-07-28,62102,0.5667933399890502,0.29148819683746097,0.14171846317348877,0.15405300956490933,0.8459469904350907,0.3327912144536408,0.6672087855463592
2020-07-29,67576,0.5582455309577364,0.29753166804782766,0.1442228009944359,0.1621433645081094,0.8378566354918906,0.33754587427489047,0.6624541257251095
2020-07-30,63182,0.5776012155360704,0.28887974423095186,0.13351904023297775,0.13666867145706055,0.8633313285429395,0.3287645215409452,0.6712354784590548
2020-07-31,60982,0.5690039683841134,0.2903479715325834,0.14064806008330327,0.15294677117838051,0.8470532288216195,0.3360499819618904,0.6639500180381096
2020-08-01,74802,0.4695462688163418,0.3295767492847785,0.2008769818988797,0.25030079409641454,0.7496992059035855,0.36647415844496134,0.6335258415550387
2020-08-02,59518,0.51387815450788,0.30960381733257164,0.17651802815954837,0.22317618199536274,0.7768238180046373,0.35355690715413823,0.6464430928458618
2020-08-03,59834,0.5667847712003209,0.28935053648427317,0.14386469231540597,0.16226560149747635,0.8377343985025236,0.3333221913961961,0.6666778086038039
